Pliegue,Tipo,Índice
3,train,796
3,train,797
3,train,798
3,train,799
3,train,800
3,train,801
3,train,802
3,train,804
3,train,805
3,train,807
3,train,808
3,train,809
3,train,811
3,train,812
3,train,813
3,train,814
3,train,815
3,train,816
3,train,817
3,train,819
3,train,820
3,train,821
3,train,822
3,train,823
3,train,824
3,train,825
3,train,826
3,train,827
3,train,828
3,train,829
3,train,830
3,train,832
3,train,833
3,train,834
3,train,836
3,train,837
3,train,838
3,train,839
3,train,840
3,train,841
3,train,843
3,train,844
3,train,845
3,train,846
3,train,847
3,train,848
3,train,849
3,train,850
3,train,851
3,train,852
3,train,853
3,train,854
3,train,855
3,train,856
3,train,857
3,train,858
3,train,859
3,train,860
3,train,861
3,train,862
3,train,863
3,train,864
3,train,866
3,train,867
3,train,868
3,train,869
3,train,870
3,train,872
3,train,873
3,train,874
3,train,875
3,train,876
3,train,877
3,train,878
3,train,880
3,train,881
3,train,882
3,train,883
3,train,884
3,train,885
3,train,886
3,train,887
3,train,888
3,train,890
3,train,891
3,train,892
3,train,893
3,train,894
3,train,895
3,train,896
3,train,897
3,train,898
3,train,899
3,train,900
3,train,901
3,train,902
3,train,903
3,train,904
3,train,905
3,train,906
3,train,907
3,train,908
3,train,909
3,train,910
3,train,911
3,train,912
3,train,913
3,train,914
3,train,915
3,train,916
3,train,917
3,train,918
3,train,919
3,train,920
3,train,921
3,train,923
3,train,924
3,train,925
3,train,927
3,train,928
3,train,929
3,train,930
3,train,931
3,train,932
3,train,933
3,train,935
3,train,936
3,train,937
3,train,940
3,train,941
3,train,942
3,train,943
3,train,944
3,train,945
3,train,946
3,train,947
3,train,949
3,train,950
3,train,951
3,train,952
3,train,953
3,train,954
3,train,955
3,train,956
3,train,957
3,train,958
3,train,959
3,train,960
3,train,961
3,train,962
3,train,964
3,train,965
3,train,966
3,train,967
3,train,969
3,train,970
3,train,971
3,train,972
3,train,973
3,train,974
3,train,975
3,train,976
3,train,977
3,train,978
3,train,979
3,train,980
3,train,981
3,train,983
3,train,984
3,train,985
3,train,986
3,train,987
3,train,988
3,train,989
3,train,990
3,train,991
3,train,992
3,train,994
3,train,995
3,train,996
3,train,997
3,train,998
3,train,999
3,train,1000
3,train,1001
3,train,1002
3,train,1003
3,train,1004
3,train,1005
3,train,1006
3,train,1007
3,train,1008
3,train,1009
3,train,1010
3,train,1011
3,train,1012
3,train,1013
3,train,1014
3,train,1015
3,train,1016
3,train,1017
3,train,1018
3,train,1019
3,train,1020
3,train,1021
3,train,1022
3,train,1023
3,train,1024
3,train,1025
3,train,1029
3,train,1030
3,train,1032
3,train,1033
3,train,1034
3,train,1035
3,train,1036
3,train,1037
3,train,1038
3,train,1039
3,train,1040
3,train,1041
3,train,1042
3,train,1043
3,train,1044
3,train,1047
3,train,1048
3,train,1049
3,train,1051
3,train,1052
3,train,1053
3,train,1054
3,train,1055
3,train,1057
3,train,1058
3,train,1059
3,train,1060
3,train,1061
3,train,1062
3,train,1063
3,train,1064
3,train,1067
3,train,1068
3,train,1070
3,train,1071
3,train,1072
3,train,1073
3,train,1074
3,train,1075
3,train,1077
3,train,1078
3,train,1079
3,train,1080
3,train,1081
3,train,1082
3,train,1083
3,train,1084
3,train,1085
3,train,1086
3,train,1087
3,train,1088
3,train,1089
3,train,1090
3,train,1091
3,train,1092
3,train,1093
3,train,1094
3,train,1095
3,train,1096
3,train,1097
3,train,1098
3,train,1099
3,train,1100
3,train,1101
3,train,1102
3,train,1103
3,train,1104
3,train,1105
3,train,1106
3,train,1107
3,train,1108
3,train,1109
3,train,1110
3,train,1111
3,train,1112
3,train,1113
3,train,1114
3,train,1115
3,train,1116
3,train,1117
3,train,1118
3,train,1119
3,train,1120
3,train,1121
3,train,1122
3,train,1123
3,train,1124
3,train,1125
3,train,1126
3,train,1127
3,train,1128
3,train,1129
3,train,1130
3,train,1131
3,train,1132
3,train,1133
3,train,1134
3,train,1135
3,train,1136
3,train,1137
3,train,1138
3,train,1139
3,train,1140
3,train,1141
3,train,1142
3,train,1143
3,train,1144
3,train,1145
3,train,1146
3,train,1147
3,train,1148
3,train,1149
3,train,1150
3,train,1151
3,train,1152
3,train,1153
3,train,1154
3,train,1155
3,train,1156
3,train,1157
3,train,1158
3,train,1159
3,train,1160
3,train,1162
3,train,1163
3,train,1164
3,train,1165
3,train,1166
3,train,1167
3,train,1170
3,train,1171
3,train,1172
3,train,1173
3,train,1174
3,train,1175
3,train,1176
3,train,1177
3,train,1178
3,train,1179
3,train,1180
3,train,1181
3,train,1183
3,train,1184
3,train,1185
3,train,1186
3,train,1187
3,train,1188
3,train,1189
3,train,1190
3,train,1191
3,train,1193
3,train,1196
3,train,1198
3,train,1199
3,train,1200
3,train,1201
3,train,1202
3,train,1203
3,train,1204
3,train,1205
3,train,1206
3,train,1207
3,train,1208
3,train,1209
3,train,1210
3,train,1211
3,train,1212
3,train,1213
3,train,1214
3,train,1215
3,train,1216
3,train,1217
3,train,1218
3,train,1219
3,train,1220
3,train,1221
3,train,1222
3,train,1223
3,train,1224
3,train,1225
3,train,1226
3,train,1227
3,train,1228
3,train,1229
3,train,1230
3,train,1231
3,train,1232
3,train,1233
3,train,1234
3,train,1235
3,train,1236
3,train,1237
3,train,1238
3,train,1239
3,train,1241
3,train,1242
3,train,1243
3,train,1244
3,train,1245
3,train,1246
3,train,1247
3,train,1248
3,train,1249
3,train,1250
3,train,1251
3,train,1252
3,train,1253
3,train,1254
3,train,1255
3,train,1256
3,train,1257
3,train,1258
3,train,1259
3,train,1260
3,train,1261
3,train,1262
3,train,1264
3,train,1265
3,train,1266
3,train,1267
3,train,1268
3,train,1269
3,train,1271
3,train,1272
3,train,1273
3,train,1274
3,train,1275
3,train,1276
3,train,1277
3,train,1278
3,train,1279
3,train,1280
3,train,1281
3,train,1282
3,train,1283
3,train,1284
3,train,1285
3,train,1286
3,train,1288
3,train,1289
3,train,1290
3,train,1292
3,train,1293
3,train,1294
3,train,1295
3,train,1296
3,train,1297
3,train,1298
3,train,1299
3,train,1300
3,train,1301
3,train,1302
3,train,1303
3,train,1304
3,train,1305
3,train,1306
3,train,1307
3,train,1308
3,train,1309
3,train,1311
3,train,1312
3,train,1313
3,train,1314
3,train,1316
3,train,1317
3,train,1318
3,train,1319
3,train,1320
3,train,1321
3,train,1322
3,train,1324
3,train,1325
3,train,1326
3,train,1328
3,train,1329
3,train,1330
3,train,1331
3,train,1332
3,train,1334
3,train,1335
3,train,1336
3,train,1337
3,train,1338
3,train,1339
3,train,1340
3,train,1341
3,train,1342
3,train,1344
3,train,1345
3,train,1346
3,train,1347
3,train,1348
3,train,1349
3,train,1350
3,train,1351
3,train,1352
3,train,1353
3,train,1354
3,train,1355
3,train,1356
3,train,1357
3,train,1358
3,train,1359
3,train,1361
3,train,1362
3,train,1364
3,train,1365
3,train,1366
3,train,1367
3,train,1368
3,train,1371
3,train,1372
3,train,1373
3,train,1374
3,train,1375
3,train,1376
3,train,1377
3,train,1378
3,train,1379
3,train,1380
3,train,1381
3,train,1382
3,train,1383
3,train,1384
3,train,1385
3,train,1386
3,train,1387
3,train,1389
3,train,1390
3,train,1392
3,train,1393
3,train,1394
3,train,1395
3,train,1396
3,train,1397
3,train,1398
3,train,1399
3,train,1400
3,train,1401
3,train,1402
3,train,1404
3,train,1405
3,train,1406
3,train,1407
3,train,1408
3,train,1410
3,train,1411
3,train,1412
3,train,1413
3,train,1415
3,train,1417
3,train,1418
3,train,1420
3,train,1421
3,train,1422
3,train,1423
3,train,1424
3,train,1425
3,train,1426
3,train,1427
3,train,1428
3,train,1429
3,train,1430
3,train,1432
3,train,1433
3,train,1434
3,train,1435
3,train,1436
3,train,1437
3,train,1438
3,train,1439
3,train,1440
3,train,1441
3,train,1442
3,train,1443
3,train,1444
3,train,1445
3,train,1446
3,train,1447
3,train,1448
3,train,1450
3,train,1451
3,train,1452
3,train,1453
3,train,1454
3,train,1455
3,train,1456
3,train,1457
3,train,1458
3,train,1459
3,train,1460
3,train,1461
3,train,1462
3,train,1463
3,train,1464
3,train,1465
3,train,1466
3,train,1467
3,train,1468
3,train,1469
3,train,1470
3,train,1471
3,train,1472
3,train,1473
3,train,1475
3,train,1476
3,train,1477
3,train,1478
3,train,1479
3,train,1480
3,train,1481
3,train,1482
3,train,1483
3,train,1484
3,train,1485
3,train,1486
3,train,1488
3,train,1489
3,train,1490
3,train,1491
3,train,1492
3,train,1494
3,train,1495
3,train,1496
3,train,1498
3,train,1499
3,train,1500
3,train,1501
3,train,1503
3,train,1504
3,train,1505
3,train,1506
3,train,1507
3,train,1508
3,train,1510
3,train,1512
3,train,1513
3,train,1514
3,train,1515
3,train,1516
3,train,1517
3,train,1518
3,train,1521
3,train,1522
3,train,1523
3,train,1524
3,train,1525
3,train,1526
3,train,1527
3,train,1528
3,train,1529
3,train,1530
3,train,1531
3,train,1532
3,train,1533
3,train,1534
3,train,1535
3,train,1536
3,train,1537
3,train,1538
3,train,1539
3,train,1540
3,train,1541
3,train,1542
3,train,1543
3,train,1544
3,train,1545
3,train,1548
3,train,1549
3,train,1550
3,train,1551
3,train,1553
3,train,1554
3,train,1555
3,train,1556
3,train,1557
3,train,1558
3,train,1559
3,train,1560
3,train,1561
3,train,1562
3,train,1563
3,train,1564
3,train,1565
3,train,1566
3,train,1567
3,train,1568
3,train,1569
3,train,1570
3,train,1571
3,train,1572
3,train,1573
3,train,1574
3,train,1576
3,train,1577
3,train,1578
3,train,1579
3,train,1580
3,train,1582
3,train,1583
3,train,1584
3,train,1585
3,train,1586
3,train,1587
3,train,1588
3,train,1589
3,train,1590
3,train,1591
3,train,1592
3,train,1593
3,train,1594
3,train,1595
3,train,1598
3,train,1599
3,train,1600
3,train,1601
3,train,1602
3,train,1603
3,train,1604
3,train,1605
3,train,1606
3,train,1607
3,train,1608
3,train,1609
3,train,1610
3,train,1611
3,train,1613
3,train,1614
3,train,1615
3,train,1616
3,train,1617
3,train,1618
3,train,1619
3,train,1620
3,train,1621
3,train,1622
3,train,1625
3,train,1626
3,train,1627
3,train,1628
3,train,1629
3,train,1630
3,train,1631
3,train,1632
3,train,1633
3,train,1634
3,train,1636
3,train,1637
3,train,1638
3,train,1639
3,train,1640
3,train,1641
3,train,1643
3,train,1644
3,train,1645
3,train,1646
3,train,1647
3,train,1648
3,train,1649
3,train,1650
3,train,1651
3,train,1652
3,train,1654
3,train,1655
3,train,1656
3,train,1657
3,train,1659
3,train,1660
3,train,1661
3,train,1662
3,train,1664
3,train,1665
3,train,1666
3,train,1667
3,train,1669
3,train,1670
3,train,1671
3,train,1672
3,train,1673
3,train,1674
3,train,1675
3,train,1676
3,train,1677
3,train,1678
3,train,1679
3,train,1680
3,train,1681
3,train,1682
3,train,1683
3,train,1684
3,train,1685
3,train,1686
3,train,1687
3,train,1688
3,train,1689
3,train,1690
3,train,1691
3,train,1692
3,train,1693
3,train,1694
3,train,1695
3,train,1696
3,train,1697
3,train,1698
3,train,1700
3,train,1701
3,train,1702
3,train,1703
3,train,1705
3,train,1706
3,train,1707
3,train,1708
3,train,1709
3,train,1711
3,train,1712
3,train,1713
3,train,1715
3,train,1716
3,train,1717
3,train,1718
3,train,1719
3,train,1720
3,train,1721
3,train,1722
3,train,1723
3,train,1724
3,train,1725
3,train,1726
3,train,1727
3,train,1728
3,train,1729
3,train,1730
3,train,1731
3,train,1732
3,train,1733
3,train,1734
3,train,1735
3,train,1736
3,train,1737
3,train,1738
3,train,1739
3,train,1740
3,train,1742
3,train,1743
3,train,1744
3,train,1745
3,train,1746
3,train,1747
3,train,1748
3,train,1749
3,train,1750
3,train,1751
3,train,1752
3,train,1753
3,train,1754
3,train,1755
3,train,1757
3,train,1759
3,train,1760
3,train,1761
3,train,1762
3,train,1763
3,train,1764
3,train,1765
3,train,1766
3,train,1767
3,train,1768
3,train,1769
3,train,1770
3,train,1771
3,train,1772
3,train,1773
3,train,1774
3,train,1775
3,train,1776
3,train,1777
3,train,1778
3,train,1779
3,train,1781
3,train,1782
3,train,1783
3,train,1784
3,train,1785
3,train,1786
3,train,1788
3,train,1789
3,train,1790
3,train,1791
3,train,1792
3,train,1793
3,train,1795
3,train,1796
3,train,1797
3,train,1798
3,train,1799
3,train,1800
3,train,1801
3,train,1803
3,train,1804
3,train,1805
3,train,1807
3,train,1808
3,train,1809
3,train,1810
3,train,1811
3,train,1812
3,train,1814
3,train,1815
3,train,1817
3,train,1818
3,train,1819
3,train,1820
3,train,1822
3,train,1823
3,train,1824
3,train,1825
3,train,1826
3,train,1827
3,train,1828
3,train,1830
3,train,1831
3,train,1832
3,train,1833
3,train,1834
3,train,1835
3,train,1836
3,train,1837
3,train,1838
3,train,1839
3,train,1842
3,train,1844
3,train,1845
3,train,1846
3,train,1847
3,train,1848
3,train,1849
3,train,1850
3,train,1851
3,train,1852
3,train,1853
3,train,1855
3,train,1856
3,train,1858
3,train,1861
3,train,1862
3,train,1863
3,train,1864
3,train,1866
3,train,1867
3,train,1868
3,train,1869
3,train,1870
3,train,1871
3,train,1872
3,train,1873
3,train,1874
3,train,1875
3,train,1876
3,train,1878
3,train,1879
3,train,1880
3,train,1881
3,train,1882
3,train,1883
3,train,1884
3,train,1885
3,train,1886
3,train,1887
3,train,1888
3,train,1889
3,train,1890
3,train,1892
3,train,1893
3,train,1894
3,train,1895
3,train,1896
3,train,1897
3,train,1898
3,train,1899
3,train,1901
3,train,1902
3,train,1903
3,train,1904
3,train,1905
3,train,1906
3,train,1907
3,train,1908
3,train,1909
3,train,1910
3,train,1911
3,train,1912
3,train,1913
3,train,1914
3,train,1915
3,train,1916
3,train,1917
3,train,1918
3,train,1919
3,train,1920
3,train,1921
3,train,1922
3,train,1923
3,train,1924
3,train,1925
3,train,1926
3,train,1927
3,train,1928
3,train,1929
3,train,1930
3,train,1931
3,train,1932
3,train,1933
3,train,1934
3,train,1935
3,train,1936
3,train,1937
3,train,1938
3,train,1939
3,train,1941
3,train,1942
3,train,1943
3,train,1944
3,train,1945
3,train,1946
3,train,1947
3,train,1948
3,train,1949
3,train,1950
3,train,1951
3,train,1952
3,train,1953
3,train,1955
3,train,1958
3,train,1959
3,train,1960
3,train,1961
3,train,1962
3,train,1964
3,train,1965
3,train,1966
3,train,1967
3,train,1968
3,train,1969
3,train,1970
3,train,1971
3,train,1972
3,train,1973
3,train,1974
3,train,1975
3,train,1976
3,train,1977
3,train,1978
3,train,1979
3,train,1980
3,train,1981
3,train,1982
3,train,1983
3,train,1984
3,train,1985
3,train,1986
3,train,1987
3,train,1988
3,train,1991
3,train,1992
3,train,1994
3,train,1995
3,train,1996
3,train,1997
3,train,1998
3,train,1999
3,train,2000
3,train,2001
3,train,2002
3,train,2003
3,train,2004
3,train,2005
3,train,2006
3,train,2007
3,train,2008
3,train,2009
3,train,2010
3,train,2011
3,train,2012
3,train,2013
3,train,2014
3,train,2015
3,train,2016
3,train,2017
3,train,2018
3,train,2019
3,train,2020
3,train,2021
3,train,2023
3,train,2024
3,train,2025
3,train,2026
3,train,2027
3,train,2028
3,train,2029
3,train,2030
3,train,2031
3,train,2032
3,train,2033
3,train,2034
3,train,2035
3,train,2036
3,train,2037
3,train,2038
3,train,2040
3,train,2041
3,train,2042
3,train,2043
3,train,2044
3,train,2045
3,train,2047
3,train,2049
3,train,2050
3,train,2051
3,train,2052
3,train,2053
3,train,2054
3,train,2055
3,train,2057
3,train,2058
3,train,2059
3,train,2060
3,train,2061
3,train,2062
3,train,2063
3,train,2064
3,train,2065
3,train,2066
3,train,2067
3,train,2068
3,train,2069
3,train,2070
3,train,2071
3,test,7
3,test,8
3,test,9
3,test,10
3,test,38
3,test,58
3,test,66
3,test,74
3,test,119
3,test,121
3,test,130
3,test,132
3,test,134
3,test,153
3,test,180
3,test,181
3,test,186
3,test,192
3,test,199
3,test,201
3,test,210
3,test,214
3,test,217
3,test,224
3,test,281
3,test,282
3,test,292
3,test,300
3,test,303
3,test,308
3,test,309
3,test,335
3,test,354
3,test,358
3,test,372
3,test,384
3,test,393
3,test,412
3,test,417
3,test,418
3,test,421
3,test,431
3,test,449
3,test,454
3,test,455
3,test,457
3,test,491
3,test,493
3,test,494
3,test,513
3,test,522
3,test,561
3,test,562
3,test,578
3,test,591
3,test,610
3,test,613
3,test,629
3,test,632
3,test,640
3,test,642
3,test,653
3,test,658
3,test,660
3,test,676
3,test,679
3,test,682
3,test,691
3,test,692
3,test,701
3,test,714
3,test,721
3,test,738
3,test,747
3,test,748
3,test,770
3,test,787
3,test,803
3,test,806
3,test,810
3,test,818
3,test,831
3,test,835
3,test,842
3,test,865
3,test,871
3,test,879
3,test,889
3,test,922
3,test,926
3,test,934
3,test,938
3,test,939
3,test,948
3,test,963
3,test,968
3,test,982
3,test,993
3,test,1026
3,test,1027
3,test,1028
3,test,1031
3,test,1045
3,test,1046
3,test,1050
3,test,1056
3,test,1065
3,test,1066
3,test,1069
3,test,1076
3,test,1161
3,test,1168
3,test,1169
3,test,1182
3,test,1192
3,test,1194
3,test,1195
3,test,1197
3,test,1240
3,test,1263
3,test,1270
3,test,1287
3,test,1291
3,test,1310
3,test,1315
3,test,1323
3,test,1327
3,test,1333
3,test,1343
3,test,1360
3,test,1363
3,test,1369
3,test,1370
3,test,1388
3,test,1391
3,test,1403
3,test,1409
3,test,1414
3,test,1416
3,test,1419
3,test,1431
3,test,1449
3,test,1474
3,test,1487
3,test,1493
3,test,1497
3,test,1502
3,test,1509
3,test,1511
3,test,1519
3,test,1520
3,test,1546
3,test,1547
3,test,1552
3,test,1575
3,test,1581
3,test,1596
3,test,1597
3,test,1612
3,test,1623
3,test,1624
3,test,1635
3,test,1642
3,test,1653
3,test,1658
3,test,1663
3,test,1668
3,test,1699
3,test,1704
3,test,1710
3,test,1714
3,test,1741
3,test,1756
3,test,1758
3,test,1780
3,test,1787
3,test,1794
3,test,1802
3,test,1806
3,test,1813
3,test,1816
3,test,1821
3,test,1829
3,test,1840
3,test,1841
3,test,1843
3,test,1854
3,test,1857
3,test,1859
3,test,1860
3,test,1865
3,test,1877
3,test,1891
3,test,1900
3,test,1940
3,test,1954
3,test,1956
3,test,1957
3,test,1963
3,test,1989
3,test,1990
3,test,1993
3,test,2022
3,test,2039
3,test,2046
3,test,2048
3,test,2056
4,train,0
4,train,1
4,train,2
4,train,3
4,train,4
4,train,5
4,train,6
4,train,7
4,train,8
4,train,9
4,train,10
4,train,13
4,train,14
4,train,15
4,train,16
4,train,17
4,train,19
4,train,20
4,train,21
4,train,22
4,train,23
4,train,24
4,train,25
4,train,26
4,train,27
4,train,28
4,train,29
4,train,30
4,train,31
4,train,32
4,train,33
4,train,34
4,train,35
4,train,36
4,train,37
4,train,38
4,train,39
4,train,40
4,train,41
4,train,42
4,train,43
4,train,44
4,train,45
4,train,46
4,train,47
4,train,48
4,train,49
4,train,50
4,train,51
4,train,52
4,train,53
4,train,54
4,train,55
4,train,56
4,train,57
4,train,58
4,train,59
4,train,61
4,train,62
4,train,64
4,train,65
4,train,66
4,train,67
4,train,68
4,train,69
4,train,70
4,train,71
4,train,72
4,train,73
4,train,74
4,train,75
4,train,76
4,train,77
4,train,78
4,train,79
4,train,80
4,train,81
4,train,82
4,train,83
4,train,84
4,train,85
4,train,86
4,train,87
4,train,88
4,train,89
4,train,90
4,train,91
4,train,92
4,train,93
4,train,96
4,train,97
4,train,99
4,train,100
4,train,101
4,train,103
4,train,104
4,train,105
4,train,106
4,train,107
4,train,108
4,train,109
4,train,110
4,train,111
4,train,112
4,train,113
4,train,114
4,train,115
4,train,116
4,train,117
4,train,118
4,train,119
4,train,120
4,train,121
4,train,122
4,train,123
4,train,125
4,train,126
4,train,127
4,train,128
4,train,129
4,train,130
4,train,131
4,train,132
4,train,133
4,train,134
4,train,137
4,train,138
4,train,139
4,train,140
4,train,141
4,train,142
4,train,143
4,train,144
4,train,145
4,train,146
4,train,148
4,train,149
4,train,150
4,train,151
4,train,152
4,train,153
4,train,154
4,train,155
4,train,156
4,train,157
4,train,158
4,train,159
4,train,160
4,train,161
4,train,162
4,train,163
4,train,164
4,train,165
4,train,166
4,train,168
4,train,169
4,train,170
4,train,171
4,train,172
4,train,173
4,train,174
4,train,175
4,train,179
4,train,180
4,train,181
4,train,182
4,train,183
4,train,184
4,train,186
4,train,187
4,train,188
4,train,190
4,train,191
4,train,192
4,train,193
4,train,194
4,train,197
4,train,198
4,train,199
4,train,201
4,train,203
4,train,204
4,train,207
4,train,208
4,train,209
4,train,210
4,train,211
4,train,212
4,train,213
4,train,214
4,train,216
4,train,217
4,train,218
4,train,219
4,train,220
4,train,221
4,train,222
4,train,223
4,train,224
4,train,225
4,train,226
4,train,227
4,train,228
4,train,229
4,train,231
4,train,232
4,train,234
4,train,235
4,train,236
4,train,237
4,train,238
4,train,239
4,train,240
4,train,241
4,train,242
4,train,243
4,train,244
4,train,245
4,train,246
4,train,247
4,train,249
4,train,250
4,train,251
4,train,252
4,train,253
4,train,254
4,train,255
4,train,256
4,train,257
4,train,258
4,train,259
4,train,260
4,train,261
4,train,262
4,train,263
4,train,265
4,train,266
4,train,267
4,train,268
4,train,269
4,train,270
4,train,271
4,train,272
4,train,274
4,train,275
4,train,276
4,train,277
4,train,278
4,train,279
4,train,280
4,train,281
4,train,282
4,train,283
4,train,285
4,train,286
4,train,287
4,train,288
4,train,289
4,train,290
4,train,291
4,train,292
4,train,293
4,train,294
4,train,295
4,train,297
4,train,298
4,train,299
4,train,300
4,train,301
4,train,303
4,train,304
4,train,305
4,train,306
4,train,307
4,train,308
4,train,309
4,train,310
4,train,311
4,train,312
4,train,313
4,train,314
4,train,315
4,train,316
4,train,317
4,train,318
4,train,319
4,train,320
4,train,321
4,train,322
4,train,324
4,train,325
4,train,326
4,train,327
4,train,328
4,train,329
4,train,331
4,train,332
4,train,333
4,train,334
4,train,335
4,train,336
4,train,337
4,train,338
4,train,339
4,train,340
4,train,341
4,train,342
4,train,343
4,train,344
4,train,345
4,train,346
4,train,347
4,train,348
4,train,350
4,train,351
4,train,352
4,train,353
4,train,354
4,train,355
4,train,356
4,train,357
4,train,358
4,train,359
4,train,360
4,train,361
4,train,362
4,train,363
4,train,364
4,train,365
4,train,366
4,train,367
4,train,368
4,train,369
4,train,370
4,train,371
4,train,372
4,train,373
4,train,374
4,train,375
4,train,376
4,train,379
4,train,380
4,train,381
4,train,382
4,train,383
4,train,384
4,train,385
4,train,386
4,train,387
4,train,388
4,train,390
4,train,391
4,train,392
4,train,393
4,train,395
4,train,396
4,train,397
4,train,398
4,train,399
4,train,400
4,train,401
4,train,402
4,train,405
4,train,407
4,train,408
4,train,409
4,train,410
4,train,411
4,train,412
4,train,413
4,train,414
4,train,415
4,train,416
4,train,417
4,train,418
4,train,419
4,train,420
4,train,421
4,train,422
4,train,424
4,train,425
4,train,427
4,train,428
4,train,429
4,train,431
4,train,432
4,train,433
4,train,434
4,train,435
4,train,436
4,train,437
4,train,438
4,train,439
4,train,440
4,train,441
4,train,442
4,train,443
4,train,445
4,train,446
4,train,448
4,train,449
4,train,450
4,train,451
4,train,452
4,train,453
4,train,454
4,train,455
4,train,457
4,train,458
4,train,459
4,train,460
4,train,462
4,train,463
4,train,464
4,train,465
4,train,466
4,train,467
4,train,468
4,train,469
4,train,470
4,train,471
4,train,472
4,train,473
4,train,474
4,train,476
4,train,477
4,train,478
4,train,480
4,train,481
4,train,482
4,train,483
4,train,484
4,train,485
4,train,486
4,train,487
4,train,488
4,train,489
4,train,490
4,train,491
4,train,492
4,train,493
4,train,494
4,train,496
4,train,497
4,train,498
4,train,499
4,train,500
4,train,501
4,train,502
4,train,503
4,train,504
4,train,505
4,train,506
4,train,507
4,train,508
4,train,509
4,train,510
4,train,512
4,train,513
4,train,514
4,train,515
4,train,516
4,train,517
4,train,518
4,train,519
4,train,520
4,train,521
4,train,522
4,train,523
4,train,524
4,train,525
4,train,526
4,train,527
4,train,529
4,train,530
4,train,531
4,train,532
4,train,533
4,train,534
4,train,535
4,train,536
4,train,537
4,train,538
4,train,539
4,train,540
4,train,543
4,train,545
4,train,546
4,train,547
4,train,548
4,train,550
4,train,551
4,train,552
4,train,554
4,train,555
4,train,556
4,train,559
4,train,560
4,train,561
4,train,562
4,train,563
4,train,564
4,train,565
4,train,566
4,train,567
4,train,568
4,train,569
4,train,570
4,train,572
4,train,573
4,train,574
4,train,575
4,train,577
4,train,578
4,train,579
4,train,580
4,train,582
4,train,583
4,train,584
4,train,585
4,train,586
4,train,588
4,train,590
4,train,591
4,train,592
4,train,593
4,train,595
4,train,596
4,train,597
4,train,598
4,train,599
4,train,600
4,train,601
4,train,602
4,train,603
4,train,604
4,train,605
4,train,606
4,train,607
4,train,608
4,train,609
4,train,610
4,train,611
4,train,612
4,train,613
4,train,614
4,train,617
4,train,618
4,train,619
4,train,620
4,train,621
4,train,622
4,train,624
4,train,625
4,train,626
4,train,627
4,train,629
4,train,630
4,train,631
4,train,632
4,train,633
4,train,635
4,train,636
4,train,637
4,train,638
4,train,639
4,train,640
4,train,641
4,train,642
4,train,643
4,train,644
4,train,645
4,train,646
4,train,648
4,train,649
4,train,650
4,train,651
4,train,652
4,train,653
4,train,654
4,train,655
4,train,656
4,train,657
4,train,658
4,train,659
4,train,660
4,train,661
4,train,662
4,train,663
4,train,664
4,train,666
4,train,667
4,train,668
4,train,669
4,train,670
4,train,671
4,train,672
4,train,673
4,train,674
4,train,675
4,train,676
4,train,677
4,train,678
4,train,679
4,train,680
4,train,681
4,train,682
4,train,684
4,train,685
4,train,686
4,train,687
4,train,688
4,train,689
4,train,690
4,train,691
4,train,692
4,train,693
4,train,694
4,train,695
4,train,697
4,train,698
4,train,699
4,train,700
4,train,701
4,train,702
4,train,703
4,train,704
4,train,705
4,train,706
4,train,707
4,train,708
4,train,709
4,train,710
4,train,711
4,train,712
4,train,713
4,train,714
4,train,715
4,train,716
4,train,717
4,train,718
4,train,719
4,train,720
4,train,721
4,train,722
4,train,723
4,train,724
4,train,725
4,train,726
4,train,727
4,train,728
4,train,729
4,train,730
4,train,731
4,train,733
4,train,734
4,train,735
4,train,736
4,train,737
4,train,738
4,train,739
4,train,740
4,train,741
4,train,742
4,train,744
4,train,745
4,train,746
4,train,747
4,train,748
4,train,749
4,train,751
4,train,752
4,train,753
4,train,754
4,train,756
4,train,757
4,train,758
4,train,760
4,train,761
4,train,762
4,train,763
4,train,764
4,train,765
4,train,766
4,train,767
4,train,768
4,train,769
4,train,770
4,train,771
4,train,772
4,train,774
4,train,775
4,train,778
4,train,779
4,train,780
4,train,781
4,train,782
4,train,783
4,train,784
4,train,785
4,train,786
4,train,787
4,train,788
4,train,789
4,train,790
4,train,791
4,train,792
4,train,793
4,train,794
4,train,795
4,train,796
4,train,798
4,train,799
4,train,800
4,train,801
4,train,802
4,train,803
4,train,804
4,train,805
4,train,806
4,train,807
4,train,808
4,train,809
4,train,810
4,train,811
4,train,812
4,train,813
4,train,814
4,train,815
4,train,816
4,train,818
4,train,819
4,train,820
4,train,821
4,train,822
4,train,823
4,train,824
4,train,825
4,train,826
4,train,827
4,train,828
4,train,829
4,train,830
4,train,831
4,train,832
4,train,833
4,train,834
4,train,835
4,train,836
4,train,837
4,train,838
4,train,840
4,train,841
4,train,842
4,train,843
4,train,844
4,train,845
4,train,846
4,train,847
4,train,848
4,train,849
4,train,851
4,train,852
4,train,853
4,train,854
4,train,855
4,train,856
4,train,857
4,train,858
4,train,859
4,train,860
4,train,861
4,train,862
4,train,863
4,train,864
4,train,865
4,train,866
4,train,867
4,train,868
4,train,869
4,train,871
4,train,872
4,train,873
4,train,874
4,train,875
4,train,876
4,train,877
4,train,878
4,train,879
4,train,880
4,train,881
4,train,882
4,train,883
4,train,884
4,train,885
4,train,886
4,train,887
4,train,888
4,train,889
